DOI,std_smiles,std_relation,Standard Value,inchi_key
 10.1021/jm2003552,CCCCCCc1nc2cc(C=CC(=O)NO)ccc2n1CCN(C)C,=,9.59,PUFPSZILMLJFEU-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.07.035,O=C(Nc1ccc2c(c1)NC(=O)C(CCO)O2)C1CCN(c2cc(F)c(F)c(F)c2)CC1,=,1.5,OSJROQUTACPGAR-UHFFFAOYSA-N
 10.1016/j.bmcl.2005.09.037,N#CC1CCCN1C(=O)C(N)Cc1ccc(-c2ccccc2)cc1,=,2.66,JFHXVIXBGWKRGK-UHFFFAOYSA-N
 10.1021/jm500432n,COc1cnc2ccc(=O)n(CCN3CCC(NCc4cnc(C)c(C#N)c4)CC3)c2c1,=,10.5,FUGKEVWBNIYVLF-UHFFFAOYSA-N
 10.1021/jm100978n,CC(=O)NC(CCN1C2CCC1CC(n1c(C)nc3c1CCN(C(=O)C(C)C)C3)C2)c1cccc(F)c1,=,2.0,QETUKYDWZIRTEI-UHFFFAOYSA-N
 10.1021/jm301721e,CCOC(=O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,=,3.45,CIADNHRRTXHFIO-UHFFFAOYSA-N
 10.1021/jm401507s,COc1ccc2c(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6(C)CC6)CC5C=CCCCCCC(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,=,11.1,DNQPGNZUSLIPIP-UHFFFAOYSA-N
 10.1021/jm300991n,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1,=,21.0,UMLMJLPXSRDUHS-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.05.129,N=C(N)SCc1cccc2c1sc1c(CSC(=N)N)c(Br)ccc12,=,1.3,TUFWDUKGFYLACL-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.11.072,Cc1ncnc(C)c1C(=O)N1CC2CN(CCC(NC(=O)C3CCC(F)(F)CC3)c3cccc(F)c3)CC2C1,=,5.41,OFCIMWAFWSWKFV-UHFFFAOYSA-N
 10.1039/C2MD20231J,CN(Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1)C(=O)CCCN,=,0.2,SNMPOOWTUXPFEX-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.12.112,CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(C(C)(C)C)c4)ccc3c2)ccn1,<,1.0,NEHBNDOQIMPXPZ-UHFFFAOYSA-N
 10.1021/jm2003552,O=C(C=Cc1ccc2c(c1)nc(CCc1ccccc1)n2CCN1CCCC1)NO,=,3.01,RCDIZKAYZBEALO-UHFFFAOYSA-N
 10.1016/j.bmc.2007.06.018,C=C(c1ccccc1)C1OCC(NC(=O)Cc2ccccc2)C(C)O1,=,9.01,KSOAVMSTMKUCJJ-UHFFFAOYSA-N
 10.1016/j.ejmech.2012.03.015,N#Cc1ccccc1Cn1c(N2CCCC(N)C2)nc2cc[nH]c2c1=O,=,3.44,ITOMCYUUMZACPR-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.02.087,CC(C)(NC(=O)c1nc(-c2cccc(-c3ccc(N)nc3)c2)cnc1N)C1CCNCC1,=,0.0,PKLIOLRVZJABQL-UHFFFAOYSA-N
 10.1021/jm500432n,Cc1nc(CNC2CCN(CCn3c(=O)ccc4ccc(C#N)cc43)CC2)ccc1C#N,=,17.1,IKUSSXYCSOMLNJ-UHFFFAOYSA-N
 10.1016/j.bmcl.2013.02.084,CCC1(CC)CNc2ccc(S(=O)(=O)Nc3ccc(F)cc3F)cc2C(=O)N1,=,16.0,XFTZZHZOJPWGLO-UHFFFAOYSA-N
 10.1021/jm500126s,CN1C(=O)c2ccccc2[S+]([O-])c2ccc(C(=O)NCCc3cccs3)cc21,=,18.8,YXLLQNMKIDBOGH-UHFFFAOYSA-N
 10.1016/j.bmcl.2007.11.059,C=C(C)CN1CC(NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)C(C(=O)NO)C1,=,9.8,JJARNQDLIPGYKD-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.07.059,Cc1c(-c2cccc(OCCCCC(=O)O)c2F)c(=O)n(CC(N)c2ccccc2)c(=O)n1Cc1c(F)cccc1C(F)(F)F,=,0.1,VUFHHJKMMITIBF-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.12.112,CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(Br)cc4)ncc3c2)ccn1,<,1.0,MJMXYZOOHICOHP-UHFFFAOYSA-N
 10.1021/jm2003359,CC(C)(N)C(=O)N1CCn2c(nc(-c3cccc(F)c3)c2Nc2ccc(F)cc2)C1,=,1.07,XKAZULVCCJWYHL-UHFFFAOYSA-N
 10.1016/j.ejmech.2012.03.014,Cn1c(=S)[nH]c2cc(Cl)ccc21,=,6.92,WLOTVFRYXAJOSM-UHFFFAOYSA-N
 10.1021/jm0603163,CCCCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2c(C(=O)O)n(C)c(=O)c3ccccc23)cc1,=,0.01,YUDQFUUZTCMUCN-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.06.076,Cn1ccc2cc(N(Cc3ccccc3)C3CCNCC3)ccc21,=,7.0,MZIGEEZFAITPCB-UHFFFAOYSA-N
 10.1016/j.bmc.2010.10.052,Cc1cc(SCc2cc(=O)[nH][nH]2)c(Cl)cc1Cl,=,4.7,FOWFHADQRPRSBA-UHFFFAOYSA-N
 10.1021/jm400209h,NC(=O)C(Cc1ccccc1)NC(=O)C1NCCC1c1ccccc1,=,0.54,SHBYTXUAOAQZPN-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.04.066,CC(C)(C)CCn1c(=O)c(=C2Nc3ccc(NS(C)(=O)=O)cc3S(=O)(=O)N2)c(=O)c2cccn21,=,0.7,XNPWBCUXNPFFFD-UHFFFAOYSA-N
 10.1016/j.bmc.2013.11.037,COC(=O)OC1CC2OCC2(OC(C)=O)C2C(OC(=O)c3ccccc3)C34OC(=O)OC3C(OC(=O)C(O)C(CC(C)C)NC(=O)OC(C)(C)C)C(C)=C(C(OC)C(=O)C12C)C4(C)C,=,0.92,BPHLOHMVUUKXFL-UHFFFAOYSA-N
 10.1016/j.bmcl.2015.06.018,O=C(O)CCc1ccc(OCc2nc(-c3ccc(Cl)cc3)no2)cc1,=,2.1,LADPDPKGTWEYMD-UHFFFAOYSA-N
 10.1016/j.bmc.2007.06.018,C=C(c1ccccc1)C1OCC(N)C(C)O1,=,10.25,KRFQUVCUCDFPGY-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.01.022,COc1cnn(C)c(=O)c1-c1ccc(CC(NC(=O)c2c(Cl)cccc2Cl)c2nn[nH]n2)cc1,=,0.02,FOUDHXTZQKEKBC-UHFFFAOYSA-N
 10.1021/jm100176s,Cc1ccc(-c2ccc(C(=O)NC3(C(=O)NC(CCCN4CCN(CC5CCOCC5)CC4)Cc4ccccc4)CCCC3)cc2)cc1,=,7.1,OTCVPAOGBITYCE-UHFFFAOYSA-N
 10.1021/jm901802n,COc1ccc(CCNc2ncc(C)n(CC(=O)NCCON=C(N)N)c2=O)cc1OC,=,0.87,DHCFAKUZABPIMZ-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.06.076,c1ccc(CN(c2ccc3[nH]ccc3c2)C2CCNCC2)cc1,=,6.0,KSQOUNJPKDJKKL-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.09.059,CCCN(CCO)C(=O)c1cc2ccccn2c1-c1ccccc1,=,60.0,QXDURZPZWNPAIN-UHFFFAOYSA-N
 10.1016/j.bmcl.2013.05.089,CC1(CS(=O)(=O)N2CCC(Oc3ccc(OC(F)(F)C(F)F)cc3)CC2)NC(=O)NC1=O,=,21.0,SBVAXUGOISPYPX-UHFFFAOYSA-N
 10.1021/jm3011349,COc1cccc(-c2cccc(C3(C)N=C(N)CS3)c2)c1,=,15.0,HQOFZPLMGHLAJL-UHFFFAOYSA-N
 10.1021/jm400209h,Cc1ccccc1CC(NC(=O)C(N)Cc1ccccc1)C(N)=O,=,0.58,GLOHCSYXIQCSMI-UHFFFAOYSA-N
 10.1021/jm300967g,CCNc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,=,20.5,ZCPQOAVPCMNWRI-UHFFFAOYSA-N
 10.1016/j.bmcl.2010.07.009,CNC(=O)c1ccc(C(c2nnnn2Cc2ccccc2)N2CCCN(C3CCC3)CC2)cc1,=,0.3,JJDRNYKHCUPAGX-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.01.124,CCOc1ccc(C(Nc2nc(N3CCN(C(C)=O)CC3)nc3c2CN(C(C)C)C3=O)C(F)(F)F)cc1,=,2.0,TWODWTDFVUUPMQ-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.06.036,NC(CC(=O)N1CCCC1CNC(=O)C1CC1)Cc1cc(F)c(F)cc1F,=,0.55,KTPNRELJRRCFFY-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.01.070,CCC(C)C(NC(=O)C1SC(C)(C)SC1C(=O)O)C(=O)O,=,14.25,LLOIEYUTTOPMOQ-UHFFFAOYSA-N
 10.1016/j.bmc.2013.11.037,COC1CC2OCC2(OC(C)=O)C2C(OC(=O)c3ccccc3)C3(O)CC(OC(=O)C(O)C(CC(C)C)NC(=O)OC(C)(C)C)C(C)=C(C(OC(=O)N(C)C)C(=O)C12C)C3(C)C,=,8.17,SFQQHROWKOLDJN-UHFFFAOYSA-N
 10.1021/jm301511h,COc1ccc(NC(=O)c2ccc(C[S+](C)[O-])c3ccccc23)c(C(=O)NCC2CCOCC2)n1,=,35.0,RTEBTDAJVQZWBC-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.08.017,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCN3N(Cc3ccc(F)cc3)C1=O)N2,=,0.2,UBNPIDCXPURCPQ-UHFFFAOYSA-N
 10.1021/jm0700565,CS(=O)(=O)Nc1ccc(CCN(CCOc2ccc(NS(C)(=O)=O)cc2)c2ccc([N+](=O)[O-])c3nonc23)cc1,=,3.7,ZYZAKOQQAICCJY-UHFFFAOYSA-N
 10.1016/j.bmcl.2013.02.084,CCC1(C)NC(=O)c2cc(S(=O)(=O)N(C)c3ccccc3)ccc2NC1=O,=,36.0,NQSMOCNVMGUHFS-UHFFFAOYSA-N
 10.1039/C2MD20231J,Nc1ncnc2c1C(=O)N(c1ccc(-c3cc(Cl)ccc3Cl)cc1)CCO2,=,16.2,RTKGWVMREVEQPO-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.01.124,CC(=O)N1CCN(c2nc(NCc3ccc(OC(F)(F)F)cc3)c3c(n2)C(=O)N(C(C)C)C3)CC1,=,2.9,RBQIGTZFCHFLHE-UHFFFAOYSA-N
 10.1021/jm300967g,O=C1CCCN1CCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,=,21.9,MZJGVMSBISATEQ-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.10.004,COc1ccc2c(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6CC6)CC5C=CCCCCCNC(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,=,0.4,FVXYEHGHAUPGHN-UHFFFAOYSA-N
 10.1021/jm300967g,OC1CCN(c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)C1,=,24.1,DSXKHNQVXUJTRO-UHFFFAOYSA-N
 10.1016/j.bmcl.2010.04.022,CN(C)CCNS(=O)(=O)c1ccc(Nc2nccc(-c3ccsc3)n2)cc1,<,1.0,AUZFWDQAVYWVTD-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.06.076,CNCCC(Oc1cccc2ccccc12)c1cccs1,=,15.0,ZEUITGRIYCTCEM-UHFFFAOYSA-N
 10.1021/jm401731q,N#Cc1ccc(CCNC(=O)C2CCCN(c3cc(N4CCC(Oc5ccc(CC(=O)O)cc5)CC4)nc(C(F)(F)F)n3)C2)cc1,=,2.12,SZGADYJZXQTEGD-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.06.102,O=C(C=Cc1ccccc1Cl)NC1(C(=O)NC(Cc2ccccc2)C(=O)NCC2CCN(CC3CCOCC3)CC2)CCCC1,=,1.0,CUBUOUCVDQTAQY-UHFFFAOYSA-N
 10.1016/j.ejmech.2012.03.014,CSc1nc2ccc(Cl)cc2n1C,=,7.77,AMCIMMIDZHZXAQ-UHFFFAOYSA-N
 10.1039/C3MD00156C,CC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)cnc2NC1=O,=,10.0,PXUYMOXCPJMXMX-UHFFFAOYSA-N
 10.1021/jm300967g,CN1CCN(c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)CC1,=,25.1,YPNULYBRDBURME-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.04.023,CNC(=O)c1cc(Oc2ccc3oc(Nc4ccc(OC(F)(F)F)cc4)nc3c2)ccn1,=,10.0,ZNYMPMILEBRLNS-UHFFFAOYSA-N
 10.1021/jm100176s,O=C(NC1(C(=O)NC(CCCN2CCN(CC3CCOCC3)CC2)Cc2ccccc2)CCCC1)c1cc2ccccc2o1,=,20.2,FOXUTIZHAYSOSZ-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.11.048,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCCC3N(Cc3ccc(F)cc3)C1=O)N2,=,1.0,KMSYAEIZBCDWRW-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.08.074,CCOC(=O)C1CCC(N2CC(NC(=O)CNc3nn(C(N)=O)c4ccc(C(F)(F)F)cc34)C2)CC1,=,0.32,BSPCGOZVENCINN-UHFFFAOYSA-N
 10.1021/jm2003359,CC(C)(N)C(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(F)cc2)C1,=,3.05,NIFJWDNQUGBNEW-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.10.004,COc1ccc2c(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6CC6)CC5C=CCCCCNC(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1,=,3.0,JCTLBSKLWYHRLE-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.05.129,N=C(N)SCc1ccccc1Sc1cc(F)c(F)cc1CSC(=N)N,=,1.3,CMMRFQALGJBNQE-UHFFFAOYSA-N
 10.1016/j.bmcl.2013.02.084,CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)ccc2NC1=O,=,3.1,JNGAEUOTFLFHHQ-UHFFFAOYSA-N
 10.1021/jm201454n,C1=CCOCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(o2)COC1,=,24.8,NNXDIGHYPZHXTR-UHFFFAOYSA-N
 10.1016/j.bmcl.2014.03.075,Cc1c[nH]c2c(Nc3nc(NC4CCCCC4N)cc4nc[nH]c(=O)c34)cccc12,=,9.5,ZTMATBOBWAXBCV-UHFFFAOYSA-N
 10.1016/j.bmcl.2006.10.037,O=C(O)CN1C(=O)C(NC(=O)c2cc3sc(Cl)c(Cl)c3[nH]2)Cc2ccccc21,=,0.3,VZFLYUUKLKQOKA-UHFFFAOYSA-N
 10.1021/ml400526d,CC(C)(C)CC1CC(c2cc(=O)[nH]o2)CCN1,=,2.6,ORLPPUHANSFJCS-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.08.071,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,=,30.4,ZVHNDZWQTBEVRY-UHFFFAOYSA-N
 10.1021/jm400209h,CNC(=O)C(Cc1ccccc1)NC(=O)C(N)Cc1ccccc1,=,2.2,VKZHEBWHIAUPNW-UHFFFAOYSA-N
 10.1016/j.bmcl.2014.01.050,N#Cc1cc(-c2nc(N)[nH]c(=O)c2Cl)ccc1OCCCCO,=,0.2,LEVILMOHBHMMQJ-UHFFFAOYSA-N
 10.1021/np300009w,CC(=O)OC1CCC2(C)C(CCC3(C)C2C(=O)C=C2C4C(C)C(C)CCC4(C)CCC23C)C1(C)C(=O)O,=,2.8,HMMGKOVEOFBCAU-UHFFFAOYSA-N
 10.1021/jm101549k,O=C1CC(=O)N(CCCCc2ccccc2)C(=O)N1CCCCc1ccccc1,=,9.2,ZHZKZDPTVAIYET-UHFFFAOYSA-N
 10.1039/c2md20203d,CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(CC(=O)O)N(C)C(=O)C(CC(C)C)N(C)C1=O,=,0.36,GVROBQYGBVICFX-UHFFFAOYSA-N
 10.1021/jm100978n,CC(=O)NC(CCN1C2CCC1CC(n1c(C)nc3c1CN(C(C)=O)CC3)C2)c1ccccc1,<,1.0,CSMZTWRPPFTJSM-UHFFFAOYSA-N
 10.1016/j.bmcl.2007.04.081,CC(Cc1cccc(CC(=O)NCc2cc(C(F)(F)F)ccc2F)c1)NCC(O)c1ccc(O)c(CO)c1,=,2.0,SKXGMLMLOXYJKI-UHFFFAOYSA-N
 10.1016/j.bmcl.2007.11.059,Cc1cc(COc2ccc(C(=O)NC3CN(C)CC3C(=O)NO)cc2)c2ccccc2n1,=,0.2,MUYREESVDCFSSL-UHFFFAOYSA-N
 10.1016/j.ejmech.2013.04.007,CCOC(=O)c1cnc(N2CCN(C(=O)NS(=O)(=O)c3ccc(F)cc3)CC2)c(Cl)c1,=,0.54,LWUMYRAPPSSZQT-UHFFFAOYSA-N
 10.1016/j.ejmech.2012.03.014,CSc1nc2ccccc2n1C,=,7.12,WXOHRQAMBKXWME-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.06.102,Cc1cccc(C=CC(=O)NC2(C(=O)NC(Cc3ccccc3)C(=O)NCC3CCN(CC4CCOCC4)CC3)CCCC2)c1,=,2.1,YXAJZLPBUIOCEH-UHFFFAOYSA-N
 10.1016/j.bmc.2013.11.037,COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C23OC(=O)OC2C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c2ccccn2)C(C)=C1C3(C)C,=,3.66,MMIPBYYFZQOYPO-UHFFFAOYSA-N
 10.1016/j.bmc.2011.04.014,CC(C)(C)OC(=O)NCC1CCC(CNC(=O)c2cc(N3CCC(CCN)CC3)nc3ccccc23)CC1,=,0.5,FKDMJCNLPMPQOZ-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.05.129,CN(C)S(=O)(=O)c1ccc(Sc2ccc(F)cc2CSC(=N)N)c(CSC(=N)N)c1,<,0.1,KEZNCKQIAGTSRR-UHFFFAOYSA-N
 10.1021/ml400217r,C=Cc1cc(C(NC(=O)OC(C)(C)C)C(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1,=,4.0,BFJAIYQABNCWFG-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.06.102,CCCCOc1cccc(C(=O)NC2(C(=O)NC(Cc3ccccc3)C(=O)NCC3CCN(CC4CCOCC4)CC3)CCCC2)c1,=,4.4,ZCSQOGQPAAZNGC-UHFFFAOYSA-N
 10.1021/jm300991n,COc1cccc(-c2cccc(C3(c4ccncc4)N=C(C)C(N)=N3)c2)c1,=,40.0,JGYNJPZQUBJSBG-UHFFFAOYSA-N
 10.1016/j.bmc.2013.11.037,COC1CC2OCC2(OC(C)=O)C2C(OC(=O)c3ccccc3)C34OC(=O)OC3C(OC(=O)C(O)C(CC(C)C)NC(=O)OC(C)(C)C)C(C)=C(C(OC(=O)N(C)C)C(=O)C12C)C4(C)C,=,1.07,QGOGKIUWKPNHQZ-UHFFFAOYSA-N
 10.1021/acs.jmedchem.5b00919,CCC(C)C1NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(C(C)(C)C)NC(=O)c2csc(n2)C(C(C)CC)NC(=O)C2CCCN2C1=O,=,8.0,QNILUMLOKSTVOM-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.05.129,Cc1ccc(Sc2ccccc2CSC(=N)N)c(CSC(=N)N)c1,=,1.5,BHQRWNYLGUZQNK-UHFFFAOYSA-N
 10.1021/jm2003359,CC(C)(N)C(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(Cl)c(F)c2)C1,=,0.84,MZDVIWLUBFQDCL-UHFFFAOYSA-N
 10.1016/j.bmcl.2014.01.050,N#Cc1cc(-c2nc(N)[nH]c(=O)c2Cl)ccc1OCC1CCOC1,=,0.2,GCYNRWVFAFUJBO-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.04.116,Cc1ccc(C(=O)NC2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,=,6.0,ZMAZXHICVRYLQN-UHFFFAOYSA-N
 10.1021/jm301661h,O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3cc(Cl)ccc3C(F)(F)F)CC2)nn1,=,32.0,XRUGFRWMDURAFZ-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.08.054,CS(=O)(=O)N1CCc2cc(S(=O)(=O)c3ccc4c(c3)OCCO4)ccc21,=,37.5,JKPIEERTYCXDIK-UHFFFAOYSA-N
 10.1016/j.bmc.2011.10.022,CCCCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(CCN(C)C)nc2c(=O)[nH]1,=,2.8,KYLOFMQLLNEPBT-UHFFFAOYSA-N
 10.1016/j.bmcl.2007.05.035,Cc1c(CN(CCc2ccc(Cl)cc2)C2CCN(C(=O)c3cccc[n+]3[O-])CC2)c(=O)n(-c2ccc(F)cc2)n1C,=,1.3,PYOGILABXFGYCT-UHFFFAOYSA-N
 10.1021/jm2003359,NCC(=O)N1CCn2c(nc(-c3cccc(F)c3)c2Nc2ccc(F)cc2)C1,=,0.56,UENKIJBSQWAMCX-UHFFFAOYSA-N
 10.1021/jm300967g,c1cnc2ccc(Cn3nnc4nccnc43)cc2c1,=,40.5,RLFXAXXSQHSTFS-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.05.128,Nc1nc(OC2CCCC2)nc2c1ncn2C1OC(CO)C(O)C1O,=,0.28,SMRMUZBGCWSILN-UHFFFAOYSA-N
 10.1021/jm300991n,CC#Cc1cncc(-c2cc(C3(C4CC4)N=C(C)C(N)=N3)ccc2O)c1,=,2.0,AHRMUGFBTQOUNO-UHFFFAOYSA-N
 10.1016/j.bmcl.2013.12.035,COc1ccn(-c2nc(C)c(C(=O)NCc3ccccc3)s2)c(=O)c1,=,15.0,QNEITNWZOMGSRC-UHFFFAOYSA-N
 10.1021/jm3009025,NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)(F)F)c2)c2ccccc21,=,0.13,JLXRYBDDOAPKHW-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.09.045,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3C4CCC(O4)C3N(Cc3ccc(F)cc3)C1=O)N2,=,0.08,VVJGOBZVAYNTLT-UHFFFAOYSA-N
 10.1021/np4004905,O=C1OCC(Cc2cccc(O)c2)C1Cc1cccc(O)c1,=,13.7,HVDGDHBAMCBBLR-UHFFFAOYSA-N
 10.1016/j.ejmech.2012.03.014,Cn1c(C(F)(F)F)nc2cc(C(=O)O)ccc21,=,9.83,HTJCOPJZCYJCMM-UHFFFAOYSA-N
 10.1021/ml5005014,O=S(=O)(Nc1cc(-c2cc3c(-c4ccncc4)ncnc3s2)cnc1Cl)c1ccc(F)cc1F,=,4.8,OGUIPHCQISNMKY-UHFFFAOYSA-N
 10.1021/jm401838x,NC(=Nc1ccc(CCNCc2cccc(Cl)c2)cc1)c1cccs1,=,27.3,ZZVGLDBDDYESAB-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.06.102,CCSc1ccc(C(=O)NC2(C(=O)NC(Cc3ccccc3)C(=O)NCC3CCN(CC4CCOCC4)CC3)CCCC2)cc1,=,0.6,VYPVPVGKTHZWSY-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.04.023,CC(C)c1cccc(Nc2nc3cc(Oc4ccnc(C(=O)NCCN5CCOCC5)c4)ccc3o2)c1,=,10.0,FZNVJIJNWWXKAZ-UHFFFAOYSA-N
 10.1016/j.bmc.2011.10.022,CCc1c2nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)cnc3OCCOC)[nH]c(=O)c2nn1CCOC,=,9.0,VYFHWUGIGFPUHL-UHFFFAOYSA-N
 10.1016/j.bmcl.2013.03.093,Cc1nn(-c2cccc(NC(=O)C3CC3c3ccccc3)c2)c(C)c1CC(=O)O,=,3.0,MBBITTNSTABUAE-UHFFFAOYSA-N
 10.1016/j.bmcl.2013.12.035,Cc1nc(-n2ccc(CCc3ccccc3)cc2=O)sc1C(=O)NCc1ccccc1,=,0.6,GSPSPIYEHKAXTG-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.08.054,CC1Cc2cc(S(=O)(=O)c3ccc4c(c3)OCCO4)ccc2N1S(C)(=O)=O,=,20.4,RHNQYADGMATEGM-UHFFFAOYSA-N
 10.1016/j.bmc.2013.11.037,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,=,0.97,RCINICONZNJXQF-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.04.023,CNC(=O)c1cc(Oc2ccc3oc(Nc4ccccc4Cl)nc3c2)ccn1,=,10.0,NOGSYGYUFQNRTN-UHFFFAOYSA-N
 10.1021/jm400209h,CC(N)(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(N)=O,=,18.4,MWOALLDDMYJYMA-UHFFFAOYSA-N
 10.1016/j.bmc.2013.11.037,COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C23OC(=O)OC2C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c2ccccc2)C(C)=C1C3(C)C,=,2.83,FTCXJADVMHXSQS-UHFFFAOYSA-N
 10.1016/j.bmc.2011.10.022,CCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(CCN3CCOCC3)nc2c(=O)[nH]1,=,2.5,WPJWZCHYDYHXID-UHFFFAOYSA-N
 10.1021/jm301661h,O=C(NCc1nccs1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,=,29.0,NJJGBNUYIOHKAB-UHFFFAOYSA-N
 10.1016/j.ejmech.2013.04.007,CCOC(=O)c1cc(C#N)c(N2CC(NC(=O)NS(=O)(=O)c3ccccc3)C2)nc1C,=,0.41,LROWHZKBLPBFIX-UHFFFAOYSA-N
 10.1021/jm100978n,CC(=O)NC(CCN1C2CCC1CC(n1c(C)nc3c1CN(C(=O)C(C)C)CC3)C2)c1ccccc1,<,1.0,MHXFHNQOZPIPDS-UHFFFAOYSA-N
 10.1016/j.bmcl.2010.07.009,CS(=O)(=O)c1ccc(C(c2nnnn2Cc2ccccc2)N2CCCN(C3CCC3)CC2)cc1,=,0.9,BQJFEWXRGPPWBS-UHFFFAOYSA-N
