Standard Relation,Standard Type,Standard Units,Standard Value,canonical_smiles,DOI
=,Papp,ucm/s,1.61,CC(CO)NC1=C(C=C2CCC(=O)NC2=C1)S(=O)(=O)NC3=CC(=C(C=C3)F)Cl, 10.1016/j.bmcl.2011.08.114
=,Papp,ucm/s,9.38,C1CC(=O)NC2=CC(=C(C=C21)S(=O)(=O)NC3=CC(=C(C=C3)F)Cl)F, 10.1016/j.bmcl.2011.08.114
=,Papp,ucm/s,1.13,CC1=C(C=C(C=C1)NS(=O)(=O)C2=C(C=C3C(=C2)CCC(=O)N3)NC(C)CO)Cl, 10.1016/j.bmcl.2011.08.114
=,Papp,ucm/s,36.7,C1=C(C=C(C=C1Cl)Cl)OCC2=CC(=O)NN2, 10.1021/jm400079a
=,Papp,ucm/s,0.6,C1=C(C=C(C=C1Cl)Cl)NCC2=CC(=O)NN2, 10.1021/jm400079a
=,Papp,ucm/s,2.2,CN(CC1=CC(=O)NN1)C2=CC(=CC(=C2)Cl)Cl, 10.1021/jm400079a
=,Papp,ucm/s,2.1,, 10.1016/j.ejmech.2014.05.031
=,Papp,ucm/s,1.04,, 10.1016/j.ejmech.2014.05.031
=,Papp,ucm/s,0.21,, 10.1016/j.ejmech.2014.05.031
=,Papp,10'6cm/s,4.12,CCOC(=O)C1=CN(C2=CC(=C(C=C2C1=O)F)N3CCNCC3)C4CC4, 10.1021/jm301721e
=,Papp,10'6cm/s,62.95,CCCOC(=O)C1=CN(C2=CC(=C(C=C2C1=O)F)N3CCNCC3)C4CC4, 10.1021/jm301721e
=,Papp,10'6cm/s,22.01,COC(=O)C1=CN(C2=CC(=C(C=C2C1=O)F)N3CCNCC3)C4CC4, 10.1021/jm301721e
=,Papp,10'6cm/s,4.56,CC(C)OC(=O)C1=CN(C2=CC(=C(C=C2C1=O)F)N3CCNCC3)C4CC4, 10.1021/jm301721e
=,Papp,10'6cm/s,21.56,CCCCOC(=O)C1=CN(C2=CC(=C(C=C2C1=O)F)N3CCNCC3)C4CC4, 10.1021/jm301721e
=,Papp,10'6cm/s,21.54,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)OCC5=CC=CC=C5, 10.1021/jm301721e
=,Papp,10'6cm/s,15.46,CCCCCCOC(=O)C1=CN(C2=CC(=C(C=C2C1=O)F)N3CCNCC3)C4CC4, 10.1021/jm301721e
=,Papp,10^-6 cm/s,1.64,CC(C)CC(C1=C(C(=C(C(=C1O)C=O)O)C=O)O)C2(CCC3C2C4C(C4(C)C)CCC3(C)O)C, 10.1016/j.bmcl.2006.11.021
=,Papp,10^-6 cm/s,1.71,CC(C)CC(C1=C(C(=C(C(=C1O)C=O)O)C=O)O)C2(CCC3C2C4C(C4(C)C)CCC3(C)O)C, 10.1016/j.bmcl.2006.11.021
=,Papp,10^-6 cm/s,5.99,CC1=CC(=O)C2=C(C=C(C=C2O1)OC3C(C(C(C(O3)COC(=O)C4=CCC(CC4)C(C)(C)O)O)O)O)O, 10.1016/j.bmcl.2006.11.021
>,Papp,10^-6 cm/s,20.0,CC(C)(C)C(C(=O)NN(CCCC(CC1=CC=CC=C1)(C(=O)NC2C(CC3=CC=CC=C23)O)O)CC4=CC=C(C=C4)C5=CC=CC=C5)NC(=O)OC, 10.1021/jm070680h
<,Papp,10^-6 cm/s,20.0,CC(C)(C)C(C(=O)NN(CCCC(CC1=CC=CC=C1)(C(=O)NC2C(CC3=CC=CC=C23)O)O)CC4=CC=C(C=C4)C5=CN=CC=C5)NC(=O)OC, 10.1021/jm070680h
>,Papp,10^-6 cm/s,20.0,CC(C)(C)C(C(=O)NN(CCCC(CC1=CC=CC=C1)(C(=O)NC2C(CC3=CC=CC=C23)O)O)CC4=CC=C(C=C4)C5=NC=CS5)NC(=O)OC, 10.1021/jm070680h
>,Papp,10^-6 cm/s,20.0,CC(C)(C)C(C(=O)NN(CCCC(CC1=CC=CC=C1)(C(=O)NC2C(CC3=CC=CC=C23)O)O)CC4=CC=C(C=C4)Br)NC(=O)OC, 10.1021/jm070680h
<,Papp,10^-6 cm/s,20.0,CC(C)(C)C(C(=O)NN(CCCC(CC1=CC=CC=C1)(C(=O)NC2C(CC3=CC=CC=C23)O)O)CC4=CC=CC=C4)NC(=O)OC, 10.1021/jm070680h
<,Papp,10^-6 cm/s,20.0,CC(C)(C)C(C(=O)NN(CCCC(CC1=CC=CC=C1)(C(=O)NC2C(CC3=CC=CC=C23)O)O)CC4=CC=C(C=C4)C5=CC=NC=C5)NC(=O)OC, 10.1021/jm070680h
=,Papp,10^-6 cm/s,3.0,CC1=CC(=NC2=NC(=NN12)SC3=C(CC(OC3=O)(CCC4=CC(=C(C=C4)OC)Cl)C5CCCC5)O)C, 10.1021/jm0704447
=,Papp,10^-6 cm/s,10.0,CC1=CC(=NC2=NC(=NN12)CC3=C(CC(OC3=O)(CCC4=CC(=C(C=C4)OC)Cl)C5CCCC5)O)C, 10.1021/jm0704447
=,Papp,ucm/s,28.3,CCOC1=CC=C(C=C1)NC2=C(C(=NC3=CC=NN32)NC4CCCNC4)C, 10.1021/jm300411k
=,Papp,ucm/s,7.1,C1CC(CCC1N)NC2=NC3=CC=NN3C(=C2)NC4=CC(=C(C=C4)F)Cl, 10.1021/jm300411k
=,Papp,ucm/s,2.66,C1CC(N(C1)C(=O)C(CC2=CC=C(C=C2)C3=CC=CC=C3)N)C#N, 10.1016/j.bmcl.2005.09.037
=,Papp,ucm/s,4.56,C1CSCN1C(=O)C(CC2=CC=C(C=C2)C3=CC=CC=C3)N, 10.1016/j.bmcl.2005.09.037
=,Papp,ucm/s,7.21,C1CC(N(C1)C(=O)C(CC2=CC=C(C=C2)C3=CC=C(C=C3)F)N)C#N, 10.1016/j.bmcl.2005.09.037
=,Papp,ucm/s,4.93,C1CC(N(C1)C(=O)C(CC2=CC=C(C=C2)C3=C(C=C(C=C3)F)F)N)C#N, 10.1016/j.bmcl.2005.09.037
=,Papp,ucm/s,16.81,C1CSCN1C(=O)C(CC2=CC=C(C=C2)C3=CC=C(C=C3)F)N, 10.1016/j.bmcl.2005.09.037
=,Papp,ucm/s,17.0,CCOC(=O)N1CCC(CC1)NS(=O)(=O)C2=CC=C(C3=CC=CC=C32)NC(=O)C4=CC=CC=C4C, 10.1021/jm061118e
=,Papp,ucm/s,25.0,CCCC(=O)N1CCC(CC1)NS(=O)(=O)C2=CC=C(C3=CC=CC=C32)NC(=O)C4=CC=CC=C4C, 10.1021/jm061118e
=,Papp,ucm/s,1.9,CCNC(=O)N1CCC(CC1)NS(=O)(=O)C2=CC=C(C3=CC=CC=C32)NC(=O)C4=CC=CC=C4C, 10.1021/jm061118e
=,Papp,10'6cm/s,2.42,CC(C)CC(C(=O)OCC1=CC=CC=C1)NC(=O)C2=CC3=CC=CC=C3C=N2, 10.1016/j.ejmech.2011.02.017
=,Papp,10'6cm/s,2.64,CC(C(C(=O)OCC1=CC=CC=C1)NC(=O)C2=CC3=CC=CC=C3C=N2)O, 10.1016/j.ejmech.2011.02.017
=,Papp,10'6cm/s,1.02,C1=CC=C2C=NC(=CC2=C1)C(=O)O, 10.1016/j.ejmech.2011.02.017
=,Papp,10'-6 cm/s,0.22,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4=CC(=CC=C4)F)NC(=O)C5CCC(CC5)(F)F, 10.1016/j.bmcl.2010.08.118
=,Papp,10'-6 cm/s,0.5,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4CCN(CC4)S(=O)(=O)C)C5=CC(=CC=C5)F, 10.1016/j.bmcl.2010.08.118
=,Papp,10'-6 cm/s,1.4,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4CN(C4)S(=O)(=O)C5CCCC5)C6=CC=CC=C6, 10.1016/j.bmcl.2010.08.118
=,Papp,10'-6 cm/s,0.85,CC1=CC(=NC(=C1C(=O)N2CC3CN(CC3C2)CCC(C4CCN(CC4)S(=O)(=O)C)C5=CC=CC=C5)C)C#N, 10.1016/j.bmcl.2010.08.118
=,Papp,10'-6 cm/s,0.87,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4CCN(CC4)S(=O)(=O)C)C5=CC=CC=C5, 10.1016/j.bmcl.2010.08.118
=,Papp,10'-6 cm/s,0.5,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4CCN(CC4)S(=O)(=O)C)C5=CC=CC=C5, 10.1016/j.bmcl.2010.08.118
=,Papp,10'-6 cm/s,9.43,CC(C)C1=CC(=C(C=C1OC2=CN=C(N=C2N)NC(CO)CO)I)OC, 10.1016/j.bmcl.2009.01.097
=,Papp,10'-6 cm/s,24.0,CN1N=C(N=N1)C2=C(C=C(C=C2F)Cl)C3=CC(=C(N=C3)CNC(=O)N(C4CCC(CC4)(F)F)O)F, 10.1016/j.bmcl.2009.11.121
=,Papp,10'-6 cm/s,1.65,CSC1=NN(C2=C1C=CC(=C2)NC(=O)C3CCNCC3)C4=CC=CC=C4, 10.1021/jm100677s
=,Papp,ucm/s,15.2,CC1=C(N=C(O1)C2=CC=CC=C2)COC3=CC=C(C=C3)CCC(=O)O, 10.1016/j.bmcl.2015.06.018
=,Papp,ucm/s,27.3,CC1=CC=C(C=C1)C2=NOC(=N2)COC3=CC=C(C=C3)CCC(=O)O, 10.1016/j.bmcl.2015.06.018
=,Papp,ucm/s,2.1,C1=CC(=CC=C1CCC(=O)O)OCC2=NC(=NO2)C3=CC=C(C=C3)Cl, 10.1016/j.bmcl.2015.06.018
=,Papp,ucm/s,16.0,C1CCN(C1)CCOC2=C3COCC=CCOCC4=CC(=CC=C4)C5=NC(=NC=C5)NC(=C3)C=C2, 10.1021/jm200326p
=,Papp,ucm/s,1.0,C1=CC(=C(C=C1NC(=O)NC2=NN=C(S2)C3=CC=NC=C3)C(F)(F)F)F, 10.1016/j.bmcl.2013.08.025
=,Papp,10'-6 cm/s,53.08,C1=CC(=CC=C1NC2=NC=CC(=N2)C3=CSC=C3)S(=O)(=O)N, 10.1016/j.bmcl.2010.04.022
=,Papp,10'-6 cm/s,33.95,C1CC2=C(C=CS2)C3=NC(=NC=C31)NC4=CC=C(C=C4)S(=O)(=O)N, 10.1016/j.bmcl.2010.04.022
<,Papp,10'-6 cm/s,1.0,CN(C)CCNS(=O)(=O)C1=CC=C(C=C1)NC2=NC=CC(=N2)C3=CSC=C3, 10.1016/j.bmcl.2010.04.022
<,Papp,10'-6 cm/s,1.0,CN(C)CCNS(=O)(=O)C1=CC=C(C=C1)NC2=NC=C3CCC4=C(C3=N2)C=CS4, 10.1016/j.bmcl.2010.04.022
<,Papp,ucm/s,1.0,C1CC1CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)NC(=O)C7=CC=NC=C7, 10.1021/jm201136z
=,Papp,10^6cm/s,50.0,CCC(CC)C(CO)NS(=O)(=O)C1=CC=C(S1)Cl, 10.1021/jm900188z
=,Papp,ucm/s,25.0,CC(C)CCNC(=O)C1=NN=C(C=C1)N2CCN(CC2)C(=O)C3=CC=CC=C3C(F)(F)F, 10.1021/jm301661h
=,Papp,ucm/s,24.0,C1CC1CCNC(=O)C2=NN=C(C=C2)N3CCN(CC3)C(=O)C4=CC=CC=C4C(F)(F)F, 10.1021/jm301661h
=,Papp,ucm/s,22.0,C1CN(CCN1C2=NN=C(C=C2)C(=O)NCC(C3=CC=CC=C3)O)C(=O)C4=CC=CC=C4C(F)(F)F, 10.1021/jm301661h
=,Papp,ucm/s,23.0,C1CN(CCN1C2=NN=C(C=C2)C(=O)NCC(C3=CC=CC=C3)O)C(=O)C4=CC=CC=C4C(F)(F)F, 10.1021/jm301661h
=,Papp,ucm/s,16.0,C1CN(CCN1C2=NN=C(C=C2)C(=O)NCCC3=CC=CC=C3)C(=O)C4=CC=CC=C4C(F)(F)F, 10.1021/jm301661h
=,Papp,ucm/s,13.0,C1CN(CCN1C2=NN=C(C=C2)C(=O)NC3=CC=CC=C3)C(=O)C4=CC=CC=C4C(F)(F)F, 10.1021/jm301661h
=,Papp,ucm/s,13.0,C1CC1CCCCNC(=O)C2=NN=C(C=C2)N3CCN(CC3)C(=O)C4=CC=CC=C4C(F)(F)F, 10.1021/jm301661h
=,Papp,ucm/s,21.0,CC1=CC(=C(O1)C(F)(F)F)C(=O)N2CCN(CC2)C3=NN=C(C=C3)C(=O)NCCC4CC4, 10.1021/jm301661h
=,Papp,ucm/s,34.0,C1CN(CCN1C2=NN=C(C=C2)C(=O)NCC3=CC=CC=C3)C(=O)C4=CC=CC=C4C(F)(F)F, 10.1021/jm301661h
=,Papp,ucm/s,18.0,C1CN(CCN1C2=NN=C(C=C2)C(=O)NCC3=CC=C(O3)C(F)(F)F)C(=O)C4=CC=CC=C4C(F)(F)F, 10.1021/jm301661h
=,Papp,ucm/s,22.0,C1CN(CCN1C2=NN=C(C=C2)C(=O)NCC(=O)C3=CC=CC=C3)C(=O)C4=CC=CC=C4C(F)(F)F, 10.1021/jm301661h
=,Papp,ucm/s,28.0,C1CC1CCNC(=O)C2=NN=C(C=C2)N3CCN(CC3)C(=O)C4=C(C=CC(=C4)F)Cl, 10.1021/jm301661h
=,Papp,ucm/s,20.0,CCCCCCNC(=O)C1=NN=C(C=C1)N2CCN(CC2)C(=O)C3=CC=CC=C3C(F)(F)F, 10.1021/jm301661h
=,Papp,ucm/s,25.0,CC1=CC=C(O1)CNC(=O)C2=NN=C(C=C2)N3CCN(CC3)C(=O)C4=CC=CC=C4C(F)(F)F, 10.1021/jm301661h
=,Papp,ucm/s,30.0,C1CC1CCNC(=O)C2=NN=C(C=C2)N3CCN(CC3)C(=O)C4=C(C=CC(=C4)F)C(F)(F)F, 10.1021/jm301661h
=,Papp,ucm/s,32.0,C1CC1CCCNC(=O)C2=NN=C(C=C2)N3CCN(CC3)C(=O)C4=CC=CC=C4C(F)(F)F, 10.1021/jm301661h
=,Papp,ucm/s,25.0,C1CN(CCN1C2=NN=C(C=C2)C(=O)NC3=NC4=CC=CC=C4N3)C(=O)C5=CC=CC=C5C(F)(F)F, 10.1021/jm301661h
=,Papp,ucm/s,29.0,C1CN(CCN1C2=NN=C(C=C2)C(=O)NCC3=NC=CS3)C(=O)C4=CC=CC=C4C(F)(F)F, 10.1021/jm301661h
=,Papp,ucm/s,32.0,C1CC1CCNC(=O)C2=NN=C(C=C2)N3CCN(CC3)C(=O)C4=C(C=CC(=C4)Cl)C(F)(F)F, 10.1021/jm301661h
=,Papp,ucm/s,20.0,C1CC1CCNC(=O)C2=NN=C(C=C2)N3CCN(CC3)C(=O)C4=C(C(=CC=C4)F)C(F)(F)F, 10.1021/jm301661h
=,Papp,ucm/s,22.0,C1CC1CCNC(=O)C2=NN=C(C=C2)N3CCN(CC3)C(=O)C4=C(C=C(C=C4)F)C(F)(F)F, 10.1021/jm301661h
=,Papp,ucm/s,22.0,CCCCCNC(=O)C1=NN=C(C=C1)N2CCN(CC2)C(=O)C3=CC=CC=C3C(F)(F)F, 10.1021/jm301661h
=,Papp,ucm/s,2.0,C1CN(CCN1C2=NN=C(C=C2)C(=O)NC3=CC=C(C=C3)Cl)C(=O)C4=CC=CC=C4C(F)(F)F, 10.1021/jm301661h
=,Papp,10'6cm/s,0.5,CC1=C(C=CC2=C1C=CN2)NC3=C(C=NC=C3C=CCCN4CCCC(C4)N)C#N, 10.1016/j.bmc.2009.10.020
=,Papp,ucm/s,4.68,CC1(CC2C1C(CC(=CCCC2=C)C(=O)O)O)C, 10.1021/np400674t
=,Papp,ucm/s,3.2,C1COCCN1C2=CC=C(C=C2)NC3=NC(=CN4C3=NC=C4)C5=CC6=C(C=C5)C=NN6, 10.1021/jm500228a
<,Papp,ucm/s,1.0,CCCC(CC1(CCCC1)C(=O)NC2=NN=C(S2)C)C(=O)O, 10.1021/jm060133g
=,Papp,ucm/s,9.0,CCCC(CC1(CCCC1)C(=O)NC2=NN=C(S2)CC)C(=O)O, 10.1021/jm060133g
=,Papp,ucm/s,6.0,CCCC(CC1(CCCC1)C(=O)NC2(CC3=CC=CC=C3C2)CO)C(=O)O, 10.1021/jm060133g
=,Papp,10^-6 cm/s,1.8,CC(C)CC(C1=C(C(=C(C(=C1O)C=O)O)C=O)O)C2(CCC3C2C4C(C4(C)C)CCC3(C)O)C, 10.1016/j.bmcl.2006.11.021
=,Papp,10^-6 cm/s,4.82,CC1=CC(=O)C2=C(C=C(C=C2O1)OC3C(C(C(C(O3)COC(=O)C4=CCC(CC4)C(C)(C)O)O)O)O)O, 10.1016/j.bmcl.2006.11.021
=,Papp,10'-6 cm/s,11.6,CC1=NC(=CC=C1)C(=O)N2C(C3=C(CC(CC3=O)(C)C)NC4=C2C=CC=C4O)C5=C(C=C(C=C5)OCC6=CC=CC=C6)F, 10.1016/j.bmcl.2009.03.035
=,Papp,10'-6 cm/s,10.9,CC1=C(N=C(O1)C)C(=O)N2C(C3=C(CC(CC3=O)(C)C)NC4=C2C=CC=C4O)C5=C(C=C(C=C5)OCC6=CC=CC=C6)F, 10.1016/j.bmcl.2009.03.035
=,Papp,10^-6 cm/s,15.7,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C, 10.1021/jm0700565
=,Papp,10^-6 cm/s,3.7,CS(=O)(=O)NC1=CC=C(C=C1)CCN(CCOC2=CC=C(C=C2)NS(=O)(=O)C)C3=CC=C(C4=NON=C34)[N+](=O)[O-], 10.1021/jm0700565
=,Papp,10^-6 cm/s,5.4,CC1(C2=C(C=CC(=C2)S(=O)(=O)[O-])[N+]3=C1C4CC5=C6C(C7=C(N6CCC5OC4CC3)C=CC(=C7)CC(=O)NCCCCCCN(CCC8=CC=C(C=C8)NS(=O)(=O)C)CCOC9=CC=C(C=C9)NS(=O)(=O)C)(C)C)C, 10.1021/jm0700565
=,Papp,ucm/s,3.2,CC1CCC2(CCC3(C(=CC(=O)C4C3(CCC5C4(CCC(C5(C)C(=O)O)O)C)C)C2C1C)C)C, 10.1021/np300009w
=,Papp,ucm/s,2.8,CC1CCC2(CCC3(C(=CC(=O)C4C3(CCC5C4(CCC(C5(C)C(=O)O)OC(=O)C)C)C)C2C1C)C)C, 10.1021/np300009w
=,Papp,10'6cm/s,17.22,CC(C)CC(C(=O)OCC1=CC=CC=C1)NC(=O)C2=CC3=CC=CC=C3C=N2, 10.1016/j.ejmech.2011.02.017
=,Papp,10'6cm/s,18.61,CC(C(C(=O)OCC1=CC=CC=C1)NC(=O)C2=CC3=CC=CC=C3C=N2)O, 10.1016/j.ejmech.2011.02.017
=,Papp,10'6cm/s,9.47,C1=CC=C2C=NC(=CC2=C1)C(=O)O, 10.1016/j.ejmech.2011.02.017
=,Papp,10'-6 cm/s,5.41,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4=CC(=CC=C4)F)NC(=O)C5CCC(CC5)(F)F, 10.1016/j.bmcl.2009.11.072
=,Papp,10'-6 cm/s,14.9,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC4(CCN(CC4)C(=O)C(C)(C)C)C5=CC(=CC=C5)F, 10.1016/j.bmcl.2009.11.072
=,Papp,10'-6 cm/s,17.5,CC1=CC(=NC(=C1C(=O)N2CC3CN(CC3C2)CCC4(CCN(CC4)C(=O)C(C)(C)C)C5=CC(=CC=C5)F)C)C#N, 10.1016/j.bmcl.2009.11.072
=,Papp,10'-6 cm/s,14.3,CC1=CC(=NC(=C1C(=O)N2CC3CN(CC3C2)CCC4(CCN(C4)C(=O)C5CCCC5)C6=CC=CC=C6)C)C#N, 10.1016/j.bmcl.2009.11.072
=,Papp,10'-6 cm/s,10.2,CC1=CC(=NC(=C1C(=O)N2CC3CN(CC3C2)CCC4(CN(C4)C(=O)C5CCC(CC5)(F)F)C6=CC=CC=C6)C)C#N, 10.1016/j.bmcl.2009.11.072
=,Papp,10'-6 cm/s,10.7,CC1=CC(=NC(=C1C(=O)N2CC3CN(CC3C2)CCC4(CN(C4)C(=O)C5CC(C5)(F)F)C6=CC=CC=C6)C)C#N, 10.1016/j.bmcl.2009.11.072
=,Papp,10'-6 cm/s,14.6,CC1=CC(=NC(=C1C(=O)N2CC3CN(CC3C2)CCC4(CN(C4)C(=O)C5CCC(CC5)(F)F)C6=CC=CC=C6)C)C(F)(F)F, 10.1016/j.bmcl.2009.11.072
=,Papp,10'-6 cm/s,13.2,CC1=CC(=NC(=C1C(=O)N2CC3CN(CC3C2)CCC4(CN(C4)C(=O)C5CC(C5)(F)F)C6=CC=CC=C6)C)C(F)(F)F, 10.1016/j.bmcl.2009.11.072
=,Papp,ucm/s,5.3,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC, 10.1039/C1MD00077B
=,Papp,10^-6 cm/s,8.1,CC1=C(C(=O)N(N1C)C2=CC=C(C=C2)F)CN(CCC3=CC=C(C=C3)Cl)C4CCN(CC4)C(=O)C5=C(C=CC=C5F)F, 10.1016/j.bmcl.2007.05.035
=,Papp,10^-6 cm/s,1.4,CC1=C(C(=O)N(N1C)C2=CC=C(C=C2)F)CN(CCC3=CC=CC=N3)C4CCN(CC4)C(=O)C5=C(C=CC=C5F)F, 10.1016/j.bmcl.2007.05.035
=,Papp,10^-6 cm/s,7.8,CC1=C(C(=O)N(N1C)C2=CC=C(C=C2)F)CN(CCC3=CC=C(C=C3)[N+](=O)[O-])C4CCN(CC4)C(=O)C5=CC=CC=N5, 10.1016/j.bmcl.2007.05.035
<,Papp,10^-6 cm/s,1.0,CC1=C(C(=O)N(N1C)C2=CC=C(C=C2)F)CN(CCC3=CC=C(C=C3)S(=O)(=O)N)C4CCN(CC4)C(=O)C5=C(C=CC=C5F)F, 10.1016/j.bmcl.2007.05.035
<,Papp,10^-6 cm/s,1.0,CC1=C(C(=O)N(N1C)C2=CC=C(C=C2)F)CN(CCC3=CC=C(C=C3)N)C4CCN(CC4)C(=O)C5=C(C=CC=C5F)F, 10.1016/j.bmcl.2007.05.035
=,Papp,10^-6 cm/s,1.3,CC1=C(C(=O)N(N1C)C2=CC=C(C=C2)F)CN(CCC3=CC=C(C=C3)Cl)C4CCN(CC4)C(=O)C5=CC=CC=[N+]5[O-], 10.1016/j.bmcl.2007.05.035
=,Papp,10'-6 cm/s,16.5,CC1=C(C(=NC=N1)C)C(=O)N2CC3CN(CC3C2)CCC(C4CCN(CC4)S(=O)(=O)C)C5=CC=CC=C5, 10.1016/j.bmcl.2010.08.118
=,Papp,10'-6 cm/s,1.7,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO, 10.1016/j.bmcl.2010.04.041
=,Papp,10'-6 cm/s,3.12,C1=CC=C(C=C1)C(=O)NC(=O)NCCCCCC(=O)NO, 10.1016/j.bmcl.2010.04.041
=,Papp,ucm/s,9.8,CCN1C=C(C=C(C1=O)C)C2(C3=C(C(=CC=C3)F)C(=N2)N)C4=CC=CC(=C4)C5=CC(=CN=C5)F, 10.1021/jm3009025
=,Papp,ucm/s,12.0,CCN1C=C(C=C(C1=O)C)C2(C3=C(C(=CC=C3)F)C(=N2)N)C4=CC=CC(=C4)C#CC5CC5, 10.1021/jm3009025
=,Papp,ucm/s,9.3,CCN1C=C(C=C(C1=O)C)C2(C3=C(C(=CC=C3)F)C(=N2)N)C4=CC(=CC=C4)NC(=O)C5=NC=C(C=C5)Cl, 10.1021/jm3009025
=,Papp,ucm/s,0.13,C1=CC=C2C(=C1)C(=NC2(C3=CC(=NC=C3)C(F)(F)F)C4=CC=CC(=C4)C5=CN=CN=C5)N, 10.1021/jm3009025
=,Papp,ucm/s,34.0,C1=CC(=CC(=C1)C2(C3=C(C(=CC=C3)F)C(=N2)N)C4=CC(=NC=C4)C(F)F)C5=CN=CN=C5, 10.1021/jm3009025
=,Papp,ucm/s,12.0,C1=CC(=CC(=C1)C2(C3=C(C(=CC=C3)F)C(=N2)N)C4=CC=NC=C4)C5=CN=CN=C5, 10.1021/jm3009025
=,Papp,ucm/s,24.0,C1=CC(=CC(=C1)C2(C3=C(C(=CC=C3)F)C(=N2)N)C4=CC=NC=C4)C5=CC(=CN=C5)F, 10.1021/jm3009025
=,Papp,ucm/s,30.0,C1=CC2=C(C(=C1)F)C(=NC2(C3=CC(=C(C=C3)F)C4=CN=CN=C4)C5=CC(=NC=C5)C(F)(F)F)N, 10.1021/jm3009025
=,Papp,ucm/s,37.0,C1=CC(=CC(=C1)C2(C3=C(C(=CC(=C3)F)F)C(=N2)N)C4=CC(=NC=C4)C(F)F)C5=CN=CN=C5, 10.1021/jm3009025
=,Papp,ucm/s,12.0,COC1=CC=C(C=C1)C2(C3=C(C(=CC=C3)F)C(=N2)N)C4=CC=CC(=C4)C5=CN=CN=C5, 10.1021/jm3009025
=,Papp,ucm/s,8.9,CCN1C=C(C=C(C1=O)C)C2(C3=C(C(=CC(=C3)F)F)C(=N2)N)C4=CC=CC(=C4)C5=CN=CC(=C5)C#CC, 10.1021/jm3009025
=,Papp,ucm/s,22.0,C1=CC(=CC(=C1)C2(C3=C(C(=CC=C3)F)C(=N2)N)C4=CC=NC=C4)C5=CN=CN=C5, 10.1021/jm3009025
=,Papp,ucm/s,33.0,CC1=CC(=NC(=C1OC)C)C2(C3=C(C(=CC=C3)F)C(=N2)N)C4=CC=CC(=C4)C5=CN=CN=C5, 10.1021/jm3009025
=,Papp,ucm/s,11.0,CCN1C=C(C=C(C1=O)C)C2(C3=C(C(=CC=C3)F)C(=N2)N)C4=CC=CC(=C4)C5=CN=CC(=C5)C#CC, 10.1021/jm3009025
=,Papp,ucm/s,3.4,C1=CC=C2C(=C1)C(=NC2(C3=CC=NC=C3)C4=CC=CC(=C4)C5=CN=CN=C5)N, 10.1021/jm3009025
=,Papp,ucm/s,3.7,CCN1C=C(C=C(C1=O)C)C2(C3=C(C(=CC=C3)F)C(=N2)N)C4=CC=CC(=C4)C5=CN=CN=C5, 10.1021/jm3009025
=,Papp,ucm/s,4.7,CC#CC1=CC(=CN=C1)C2=CC(=CC=C2)C3(C4=C(C(=CC=C4)F)C(=N3)N)C5=CC(=NC=C5)C(F)F, 10.1021/jm3009025
=,Papp,ucm/s,5.1,CCN1C=C(C=C(C1=O)C)C2(C3=C(C(=CC=C3)F)C(=N2)N)C4=CC=CC(=C4)C5=CN=CC(=C5)C#N, 10.1021/jm3009025
=,Papp,ucm/s,25.0,C1=CC2=C(C(=C1)F)C(=NC2(C3=CC(=C(C=C3)F)C4=CN=CN=C4)C5=CC(=NC=C5)C(F)(F)F)N, 10.1021/jm3009025
=,Papp,ucm/s,19.0,CC1=CC(=CC(=N1)C)C2(C3=C(C(=CC=C3)F)C(=N2)N)C4=CC=CC(=C4)C5=CN=CN=C5, 10.1021/jm3009025
=,Papp,ucm/s,27.0,C1=CC(=CC(=C1)C2(C3=C(C(=CC=C3)F)C(=N2)N)C4=CC(=NC=C4)C(F)F)C5=CN=CN=C5, 10.1021/jm3009025
=,Papp,ucm/s,1.7,CC1=CC(=CN(C1=O)C)C2(C3=C(C(=CC=C3)F)C(=N2)N)C4=CC=CC(=C4)C5=CN=CN=C5, 10.1021/jm3009025
=,Papp,ucm/s,42.0,C1CC1C2=NC=CC(=C2)C3(C4=C(C(=CC=C4)F)C(=N3)N)C5=CC=CC(=C5)C6=CN=CN=C6, 10.1021/jm3009025
=,Papp,ucm/s,39.0,C1=CC(=CC(=C1)C2(C3=C(C(=CC=C3)F)C(=N2)N)C4=CC(=NC=C4)C(F)(F)F)C5=CN=CN=C5, 10.1021/jm3009025
