std_smiles,std_relation,human_VDss_L/kg,inchi_key
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC#N)[C@H]2SC1,=,0.49,RRYMAQUWDLIUPV-BXKDBHETSA-N
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,=,0.13,UQLLWWBDSUHNEB-CZUORRHYSA-N
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,=,0.07,XIURVHNZVLADCM-IUODEOHRSA-N
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,=,0.07,XIURVHNZVLADCM-UHFFFAOYSA-M
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,=,2.1,ZDZOTLJHXYCWBA-VCVYQWHSSA-N
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,=,3.0,RCINICONZNJXQF-MZXODVADSA-N
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]23OC(=O)O[C@H]2[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C3(C)C,=,13.83,BWKDAMBGCPRVPI-ZQRPHVBESA-N
CC(=O)O[C@H]1C(=O)[C@]23C[C@H]2C[C@H]2OC[C@@]2(OC(C)=O)[C@H]3[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,=,12.0,DXOJIXGRFSHVKA-BZVZGCBYSA-N
CC(=O)O[C@H]1CC2CCC3C(CC[C@@]4(C)C3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,=,0.35,OWWLUIWOFHMHOQ-KVGXDKSVSA-N
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,=,0.35,OWWLUIWOFHMHOQ-XGHATYIMSA-N
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,=,0.3,BGSZAXLLHYERSY-XQIGCQGXSA-N
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,=,0.2,GVEAYVLWDAFXET-XGHATYIMSA-N
CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@]32C)/C1=C(/CCC=C(C)C)C(=O)[O-],=,0.23,IECPWNUMDGFDKC-LMODMPLDSA-M
CC(=O)O[C@H]1C[C@]2(O)[C@H]3CC[C@H]4C[C@H](O[C@H]5C[C@@H](O)[C@@H](O[C@H]6C[C@@H](O)[C@@H](O[C@H]7C[C@@H](O)[C@@H](O)[C@H](C)O7)[C@H](C)O6)[C@H](C)O5)CC[C@@]4(C)[C@H]3CC[C@]2(C)[C@H]1C1=CC(=O)OC1,=,0.78,NEBPBFLVSYFRQE-ZYMOIYFGSA-N
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,=,1.31,GVGLGOZIDCSQPN-PVHGPHFFSA-N
CC(=O)Oc1ccccc1C(=O)O,=,0.22,BSYNRYMUTXBXSQ-UHFFFAOYSA-N
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,=,2.0,AURFZBICLPNKBZ-YZRLXODZSA-N
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,=,38.0,XDXDZDZNSLXDNA-TZNDIEGXSA-N
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N4CC4)[C@H](OS(C)(=O)=O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,=,2.95,VMDWTZZCNDEKIO-CBNJBKGYSA-N
CC(=O)c1cc[nH]c1C(N)=O,=,0.37,CDSATVVADOLVOV-UHFFFAOYSA-N
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,=,0.04,MDKGKXOCJGEUJW-UHFFFAOYSA-N
CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,=,0.12,RJMIEHBSYVWVIN-UHFFFAOYSA-N
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,=,0.22,PUXBGTOOZJQSKH-UHFFFAOYSA-N
CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,=,18.99,UYNVMODNBIQBMV-UHFFFAOYSA-N
CC(C(O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,=,4.4,QEMSVZNTSXPFJA-UHFFFAOYSA-N
CC(C)(C(=O)O)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,=,0.41,XGHOVGYJHWQGCC-UHFFFAOYSA-N
CC(C)(C)/[N+]([O-])=C/c1ccc(S(=O)(=O)[O-])cc1S(=O)(=O)[O-],=,0.18,OVTCHWSLKGENKP-GHXNOFRVSA-L
CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,=,0.37,NPGNOVNWUSPMDP-LRKSUFLFSA-N
CC(C)(C)C1(O)CC2OC(=O)CC23C(=O)OC2OC(=O)C(O)C231,=,2.5,MOLPUWBMSBJXER-UHFFFAOYSA-N
CC(C)(C)CCCCCCCCN,=,0.32,YZHGXHWIBUSYOW-UHFFFAOYSA-N
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,=,3.6,QWAXKHKRTORLEM-UGJKXSETSA-N
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C=C(C(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,=,0.54,VAPSMQAHNAZRKC-PQWRYPMOSA-N
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,=,1.1,DBEPLOCGEIEOCV-WSBQPABSSA-N
CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,=,3.3,MXFWWQICDIZSOA-UHFFFAOYSA-N
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,=,1.9,VWPOSFSPZNDTMJ-UHFFFAOYSA-N
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,=,1.5,XWTYSIMOBUGWOL-UHFFFAOYSA-N
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,=,1.9,NDAUXUAQIAJITI-UHFFFAOYSA-N
CC(C)(C)NC[C@@H](O)COc1cccc2c1CCC(=O)N2,=,,LWAFSWPYPHEXKX-LLVKDONJSA-N
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,=,1.5,BLJRIMJGRPQVNF-JTQLQIEISA-N
CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O,=,0.22,ZVTDLPBHTSMEJZ-JSZLBQEHSA-N
CC(C)(C)S(=O)(=O)C[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C(O)C1CC1,=,0.77,UXIGZRQVLGFTOU-VHNMDPMWSA-N
CC(C)(C)[C@@]1(O)C[C@H]2OC(=O)C[C@]23C(=O)O[C@H]2OC(=O)[C@@H](O)[C@@]213,=,2.5,MOLPUWBMSBJXER-ZDXFXCARSA-N
CC(C)(C)[C@H](NC(=O)[C@H](CC1CCCC1)CN(O)C=O)C(=O)N1CCN(Cc2ccc3c(c2)OCO3)CC1,=,1.1,IBEANEPZNLVRRY-RCZVLFRGSA-N
CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,=,3.0,UNRCMCRRFYFGFX-TYPNBTCFSA-N
CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,=,5.14,OUSFTKFNBAZUKL-UHFFFAOYSA-N
CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,=,0.65,BFSMGDJOXZAERB-UHFFFAOYSA-N
CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,=,1.63,FWIVDMJALNEADT-SFTDATJTSA-N
CC(C)(N)CC(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C1=O,=,0.2,SBJLJOFPWOYATP-XMMPIXPASA-N
CC(C)(O)[C@@H]1CC[C@](C)([C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4C[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]23C)O1,=,0.12,QMNWISYXSJWHRY-YLNUDOOFSA-N
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,=,0.15,UCHDWCPVSPXUMX-TZIWLTJVSA-N
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,=,0.31,ORFOPKXBNMVMKC-DWVKKRMSSA-N
CC(C)(ON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,=,0.31,ORFOPKXBNMVMKC-RDTXWAMCSA-N
CC(C)(S)[C@@H](N)C(=O)O,=,1.26,VVNCNSJFMMFHPL-VKHMYHEASA-N
CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C,=,0.11,RLDVZILFNVRJTL-IWFVLDDISA-N
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)O)C4=O)C3=O,=,0.99,GEZHEQNLKAOMCA-MYCCNKBCSA-N
CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1C2C,=,3.4,VOKSWYLNZZRQPF-SQJZIBIZSA-N
CC(C)=CCN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)C[C@@H]1C,=,21.98,RCSLUNOLLUVOOG-NSHDSACASA-N
CC(C)C(=O)OCC(=O)[C@]12O[C@@H](C3CCCCC3)O[C@@H]1C[C@@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,=,2.9,LUKZNWIVRBCLON-CIRCSGMQSA-N
CC(C)C(CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](NCCCNCCCCN)C[C@@H]1C[C@H]3O)OS(=O)(=O)O,=,0.23,UIRKNQLZZXALBI-OVOJGICBSA-N
CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,=,0.15,OELFLUMRDSZNSF-UHFFFAOYSA-N
CC(C)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,=,1.7,GIUZMTLJQCHDOJ-UHFFFAOYSA-N
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1,=,,CJBJHOAVZSMMDJ-HEXNFIEUSA-N
CC(C)COC[C@@H](CN(Cc1ccccc1)c1ccccc1)N1CCCC1,=,10.1,UIEATEWHFDRYRU-XMMPIXPASA-N
CC(C)C[C@@H](NC(=O)CNC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](C)NC(=O)[C@@H](CO)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CO)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@@H](CO)NC(=O)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](N)Cc1ncc[nH]1)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@H](C(=O)O)C(C)C,=,0.03,KKNIUBFRGPFELP-BZVVGMMQSA-N
CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H]1CCCN1C(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](NC(=O)[C@H]1CCCN1C(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CO)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](N)CC(=O)O)C(C)C)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(=O)O)[C@H](C)O)[C@H](C)O,=,0.22,HRMVIAFZYCCHGF-BMCUWHFPSA-N
CC(C)C[C@@H](NC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,=,0.14,RWHUEXWOYVBUCI-AIUSQOHQSA-N
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@H](C(N)=O)C(C)C,=,0.16,OWMZNFCDEHGFEP-NFBCVYDUSA-N
CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,=,3.61,MXAYKZJJDUDWDS-LBPRGKRZSA-N
CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,=,0.4,VXKHXGOKWPXYNA-PGBVPBMZSA-N
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc(-c2ccccc2)n1)[C@@H](C)O)B(O)O,=,0.87,SJFBTAPEPRWNKH-CCKFTAQKSA-N
CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,=,0.13,BLMPQMFVWMYDKT-NZTKNTHTSA-N
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,=,10.0,GXJABQQUPOEUTA-RDJZCZTQSA-N
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@@](C)(NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)C(=O)N12,=,4.02,XWMMZDZUHSYSPU-ZADNKJPOSA-N
CC(C)Cc1ccc(C(C)C(=O)O)cc1,=,0.15,HEFNNWSXXWATRW-UHFFFAOYSA-N
CC(C)Cc1ccc([C@@H](C)C(=O)[O-])cc1,=,0.15,HEFNNWSXXWATRW-SNVBAGLBSA-M
CC(C)N(CC(O)c1cc(O)cc(O)c1)c1ccc(O)cc1,=,1.2,OJVMEPTWKHZYNS-UHFFFAOYSA-N
CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1O)C(C)C,=,2.41,DUXZAXCGJSBGDW-HXUWFJFHSA-N
CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,=,6.6,XHOJAWVAWFHGHL-UHFFFAOYSA-N
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,=,0.95,METKIMKYRPQLGS-UHFFFAOYSA-N
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,=,4.8,NWIUTZDMDHAVTP-UHFFFAOYSA-N
CC(C)NCC(O)COc1cccc2[nH]ccc12,=,1.2,JZQKKSLKJUAGIC-UHFFFAOYSA-N
CC(C)NCC(O)c1cc(O)cc(O)c1,=,6.03,LMOINURANNBYCM-UHFFFAOYSA-N
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,=,1.3,ZBMZVLHSJCTVON-UHFFFAOYSA-N
CC(C)NCC(O)c1ccc(O)c(O)c1,=,1.5,JWZZKOKVBUJMES-UHFFFAOYSA-N
CC(C)NC[C@@H](O)COc1cccc2c1N(C(=O)c1cccnc1)CCC2,=,0.67,AUIHHZBJBKRDIE-GOSISDBHSA-N
CC(C)NC[C@H](O)COc1ccc(O)cc1,=,4.28,ADUKCCWBEDSMEB-NSHDSACASA-N
CC(C)OC(=O)CCC/C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1,=,,GGXICVAJURFBLW-RDSJPUOVSA-N
CC(C)Oc1ccccc1N1CCN(Cc2cccc(C(=O)N3CCCCC3)c2)CC1,=,1.54,ZKZFPRUSWCYSGT-UHFFFAOYSA-N
CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](NCCCNCCCCN)C[C@@H]1C[C@H]3O)OS(=O)(=O)O,=,0.23,UIRKNQLZZXALBI-MSVGPLKSSA-N
CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc3ccccc3c2)CSSC[C@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O,=,0.2,PUDHBTGHUJUUFI-SREHOQBVSA-N
CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N2,=,0.38,CQXYENUJCPYPTI-LZUXSVOASA-N
CC(C)[C@H](NC(=O)[C@H](C(C)C)N(C)C)C(=O)N(C)[C@H](C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)NC(C)(C)C)C(C)C,=,0.33,QMCOCIWNMHBIIA-LROMGURASA-N
CC(C)[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C,=,0.26,AMLYAMJWYAIXIA-VWNVYAMZSA-N
CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,=,0.15,OELFLUMRDSZNSF-BRWVUGGUSA-N
CC(C)[N+]1(C)[C@H]2CC[C@@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2,=,5.1,OEXHQOGQTVQTAT-PPAWOBCPSA-N
CC(C)[N@+]1(C)[C@H]2CC[C@H]1C[C@H](OC(=O)[C@H](c1ccccc1)C1CCCC1)C2,=,1.25,WNMNMBROVJBYLM-WHGMEAMLSA-N
CC(C)c1cccc(C(C)C)c1O,=,4.7,OLBCVFGFOZPWHH-UHFFFAOYSA-N
CC(C)c1cccc(O)c1C(C)C,=,4.7,ZEFOXNBIQIPHOP-UHFFFAOYSA-N
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/C(O)C[C@H](O)CC(=O)O,=,1.7,BPRHUIZQVSMCRT-RUEVOVDXSA-N
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,=,1.7,BPRHUIZQVSMCRT-VEUZHWNKSA-N
CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,=,0.42,FJLGEFLZQAZZCD-JUFISIKESA-N
CC(C)n1c(C=CC(O)CC(O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,=,0.42,FJLGEFLZQAZZCD-UHFFFAOYSA-M
CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,=,5.1,UISARWKNNNHPGI-UHFFFAOYSA-N
CC(CCc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(C(N)=O)c1,=,7.9,MPQWSYJGFLADEW-UHFFFAOYSA-N
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,=,4.8,SGUAFYQXFOLMHL-UHFFFAOYSA-N
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,=,16.0,ZSCDBOWYZJWBIY-UHFFFAOYSA-N
CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,=,4.06,MSYUMPGNGDNTIQ-UHFFFAOYSA-N
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,=,14.0,PWWVAXIEGOYWEE-UHFFFAOYSA-N
CC(CS)C(=O)N1CCC[C@@H]1C(=O)O,=,0.75,FAKRSMQSSFJEIM-COBSHVIPSA-N
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,=,1.2,LSLYOANBFKQKPT-UHFFFAOYSA-N
CC(Cl)C(N)=O,=,0.19,OEZPDHRXGCLGKB-UHFFFAOYSA-N
CC(N)CCCC(C)(C)O,=,2.14,LREQLEBVOXIEOM-UHFFFAOYSA-N
CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,=,0.28,XQZXYNRDCRIARQ-UHFFFAOYSA-N
CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(N)Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,=,0.19,DEQANNDTNATYII-UHFFFAOYSA-N
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(CNS(N)(=O)=O)C3)C(C)C12,=,0.15,AVAACINZEOAHHE-UHFFFAOYSA-N
CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,=,0.59,KYHQZNGJUGFTGR-UHFFFAOYSA-N
CC(O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,=,0.2,MRMBZHPJVKCOMA-WAOAVRLKSA-N
CC(Oc1ccc(Oc2cnc3ccc(Cl)cc3n2)cc1)C(=O)O,=,0.19,NUQZXROIVGBRGR-UHFFFAOYSA-N
CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,=,0.3,NONJJLVGHLVQQM-JHXYUMNGSA-N
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@H]3[C@](C)(C(=O)[C@H](OC(C)=O)C(=C1C)C2(C)C)[C@@H](O)C[C@H]1OC[C@]13OC(C)=O)[C@@H](NC(=O)c1ccccc1)c1ccccc1,=,0.068,LRCZQSDQZJBHAF-PUBGEWHCSA-N
